macro_replication,alpha_0.001,alpha_0.002,alpha_0.003,alpha_0.004,alpha_0.005,alpha_0.006,alpha_0.007,alpha_0.008,alpha_0.009,alpha_0.010,alpha_0.011,alpha_0.012,alpha_0.013,alpha_0.014,alpha_0.015,alpha_0.016,alpha_0.017,alpha_0.018,alpha_0.019,alpha_0.020,alpha_0.021,alpha_0.022,alpha_0.023,alpha_0.024,alpha_0.025,alpha_0.026,alpha_0.027,alpha_0.028,alpha_0.029,alpha_0.030,alpha_0.031,alpha_0.032,alpha_0.033,alpha_0.034,alpha_0.035,alpha_0.036,alpha_0.037,alpha_0.038,alpha_0.039,alpha_0.040,alpha_0.041,alpha_0.042,alpha_0.043,alpha_0.044,alpha_0.045,alpha_0.046,alpha_0.047,alpha_0.048,alpha_0.049,alpha_0.050,alpha_0.051,alpha_0.052,alpha_0.053,alpha_0.054,alpha_0.055,alpha_0.056,alpha_0.057,alpha_0.058,alpha_0.059,alpha_0.060,alpha_0.061,alpha_0.062,alpha_0.063,alpha_0.064,alpha_0.065,alpha_0.066,alpha_0.067,alpha_0.068,alpha_0.069,alpha_0.070,alpha_0.071,alpha_0.072,alpha_0.073,alpha_0.074,alpha_0.075,alpha_0.076,alpha_0.077,alpha_0.078,alpha_0.079,alpha_0.080,alpha_0.081,alpha_0.082,alpha_0.083,alpha_0.084,alpha_0.085,alpha_0.086,alpha_0.087,alpha_0.088,alpha_0.089,alpha_0.090,alpha_0.091,alpha_0.092,alpha_0.093,alpha_0.094,alpha_0.095,alpha_0.096,alpha_0.097,alpha_0.098,alpha_0.099,alpha_0.100
10,0.000944053667,0.002054336726,0.003207863092,0.004375595736,0.005546372240,0.006712095619,0.007872628059,0.009026383440,0.010176114606,0.011321947460,0.012463691118,0.013600904017,0.014743257439,0.015875467546,0.017007267996,0.018138716684,0.019269753056,0.020393846211,0.021516980849,0.022632191142,0.023753060132,0.024872842081,0.025991445575,0.027101390229,0.028209832945,0.029316765571,0.030422164412,0.031525978748,0.032628144055,0.033728661467,0.034819904376,0.035917028885,0.037004886056,0.038098443139,0.039182896478,0.040265643915,0.041353589302,0.042439541360,0.043510273244,0.044592340527,0.045659948248,0.046737916669,0.047808065906,0.048876411969,0.049942936355,0.051012312187,0.052070503415,0.053131622467,0.054190464060,0.055244594179,0.056300130840,0.057355791311,0.058405325819,0.059456161677,0.060502535856,0.061548187716,0.062591601966,0.063633070109,0.064672441015,0.065711850277,0.066747630878,0.067784578770,0.068820747663,0.069846070265,0.070878989862,0.071911198288,0.072935320331,0.073957096685,0.074976729406,0.075993822407,0.077018678083,0.078043080660,0.079054549727,0.080076600403,0.081083952346,0.082088625663,0.083106701534,0.084124135509,0.085105203750,0.086119246302,0.087132804632,0.088125044922,0.089114044601,0.090123257823,0.091132175741,0.092115630300,0.093121622288,0.094099870362,0.095104109515,0.096078015658,0.097079658993,0.098048590504,0.099048105111,0.100047263483,0.101045867968,0.102006131959,0.102963123861,0.103957536639,0.104951538675,0.105901764748
11,0.000890362478,0.001945830321,0.003053403670,0.004184686862,0.005328128801,0.006478621342,0.007632315717,0.008788221715,0.009936595782,0.011085831969,0.012231342254,0.013376966719,0.014512506422,0.015647133114,0.016786804261,0.017920349286,0.019053290279,0.020172638344,0.021303909164,0.022420733522,0.023543175026,0.024664470199,0.025777272009,0.026888590206,0.028005923595,0.029114302177,0.030221108370,0.031326278847,0.032429806384,0.033524058168,0.034624191044,0.035722566013,0.036819134640,0.037906477033,0.038992109461,0.040083122172,0.041165199252,0.042245572079,0.043330709159,0.044401036679,0.045482246546,0.046549361472,0.047626346305,0.048695756031,0.049763324156,0.050829018993,0.051892866406,0.052954805753,0.054014814926,0.055069970644,0.056129089777,0.057181196658,0.058233841237,0.059284458287,0.060333093662,0.061379551495,0.062424480491,0.063467384558,0.064508154928,0.065546843801,0.066586371592,0.067621375319,0.068654085009,0.069689534487,0.070718466770,0.071745146193,0.072769597124,0.073799669556,0.074820215986,0.075838324042,0.076864511128,0.077889980403,0.078902472233,0.079925528998,0.080933843461,0.081939588775,0.082958606838,0.083960167485,0.084959167139,0.085974219455,0.086968965368,0.087981750768,0.088972347766,0.089982551099,0.090968333579,0.091976537049,0.092984259993,0.093963707962,0.094968967068,0.095973719679,0.096946760942,0.097916282964,0.098916666091,0.099916736271,0.100879926848,0.101877501356,0.102835721650,0.103830931492,0.104825842467,0.105776998986
12,0.001025800243,0.002223391310,0.003426560475,0.004600109222,0.005750577815,0.006888679309,0.008023818726,0.009157237311,0.010291639180,0.011422090598,0.012559841611,0.013695997667,0.014829259231,0.015958341956,0.017087841398,0.018217571964,0.019341020254,0.020470316541,0.021592507667,0.022713810637,0.023834055769,0.024945967297,0.026056395023,0.027172721231,0.028280180103,0.029386013552,0.030490201196,0.031592742735,0.032693564934,0.033792643547,0.034882369689,0.035977879482,0.037071563081,0.038155983700,0.039238703994,0.040326712756,0.041405815513,0.042483187541,0.043565349921,0.044632682381,0.045704834378,0.046781023204,0.047849433676,0.048916017545,0.049980742998,0.051043747303,0.052104943789,0.053164314344,0.054221760869,0.055277402007,0.056331158953,0.057383077306,0.058431267615,0.059479658753,0.060526080814,0.061570534213,0.062612952005,0.063654308562,0.064693150302,0.065732226041,0.066764482540,0.067796991598,0.068831634619,0.069865508502,0.070892802372,0.071917746680,0.072940479369,0.073968942699,0.074987920472,0.076014035607,0.077029095663,0.078052793532,0.079063709244,0.080085192451,0.081092014331,0.082096298715,0.083113985583,0.084114218547,0.085129566863,0.086144329885,0.087138502309,0.088129953209,0.089140781833,0.090151019741,0.091112569901,0.092118827074,0.093125076613,0.094103121216,0.095107160476,0.096080957993,0.097082243170,0.098050886351,0.099050220978,0.100049167529,0.101011703366,0.102007595221,0.103003552652,0.103958574076,0.104910680997,0.105902035747
13,0.000898075322,0.001962908743,0.003078547966,0.004218288575,0.005371802416,0.006530271631,0.007691393799,0.008850850068,0.010008880848,0.011163841061,0.012314468008,0.013459778318,0.014604063119,0.015747528388,0.016884523174,0.018020340812,0.019155078911,0.020282255387,0.021407962698,0.022532232920,0.023648003185,0.024769227577,0.025888994791,0.026999871259,0.028101507256,0.029216441290,0.030322146182,0.031426095963,0.032520656583,0.033621061028,0.034719653033,0.035808861534,0.036903776520,0.037996767232,0.039080607953,0.040162712977,0.041249951269,0.042328347088,0.043404986482,0.044479843858,0.045559017220,0.046629950066,0.047699166992,0.048766562190,0.049832047463,0.050895709915,0.051957521280,0.053017391512,0.054075420137,0.055131426996,0.056183046414,0.057237723621,0.058287948924,0.059335031428,0.060381730872,0.061426350675,0.062469017060,0.063509364456,0.064549371012,0.065586252408,0.066623850695,0.067653381997,0.068687946225,0.069716766802,0.070749056839,0.071774083181,0.072796837695,0.073825290082,0.074844177824,0.075870302648,0.076885210425,0.077897981504,0.078919819483,0.079928227724,0.080948089921,0.081967300675,0.082954055587,0.083969948193,0.084985329692,0.085981190206,0.086994205134,0.088006617699,0.088996332954,0.089983213454,0.090991577646,0.091974084220,0.092954162350,0.093958307081,0.094962322481,0.095935796487,0.096937383087,0.097906119290,0.098905400198,0.099904340356,0.100866384880,0.101862847896,0.102858936393,0.103814167275,0.104766064459,0.105757576754
14,0.001663493982,0.002647147049,0.003683767918,0.004751300840,0.005835913754,0.006934357748,0.008040073054,0.009157443802,0.010277516162,0.011396744525,0.012521017104,0.013654426994,0.014776645586,0.015906140394,0.017031855521,0.018158592100,0.019279729053,0.020407266437,0.021521507375,0.022648586758,0.023761224651,0.024879882023,0.025997520536,0.027106576158,0.028214165807,0.029320225918,0.030424687034,0.031527506089,0.032620994683,0.033727970173,0.034817936445,0.035913688818,0.037000138948,0.038092181083,0.039175005180,0.040256112024,0.041342360556,0.042419817589,0.043495524868,0.044575779258,0.045647666213,0.046717821424,0.047786183825,0.048852739250,0.049917489764,0.050980414632,0.052041447226,0.053100670343,0.054157956203,0.055213370628,0.056266911654,0.057316380404,0.058366452867,0.059414548651,0.060460676450,0.061504767946,0.062546993777,0.063588064868,0.064626641428,0.065663343615,0.066697452767,0.067733286518,0.068764019426,0.069792597740,0.070818858102,0.071849311538,0.072871898096,0.073892347864,0.074918988603,0.075945044404,0.076960042638,0.077972208746,0.078994258808,0.080002638304,0.081022518734,0.082026995780,0.083044343896,0.084044408290,0.085059661447,0.086055685324,0.087048603117,0.088059881370,0.089070734036,0.090080961624,0.091042274832,0.092048737475,0.093055002936,0.094060724152,0.095037007867,0.096040226178,0.097011781110,0.097980098201,0.098979428415,0.099978368321,0.100976771325,0.101936891166,0.102932735278,0.103928188528,0.104881259807,0.105874293981
15,0.001042575643,0.002254552158,0.003443574764,0.004587518414,0.005710372407,0.006829136707,0.007944152699,0.009062847760,0.010184540223,0.011307921189,0.012431527098,0.013558734798,0.014678794922,0.015805836359,0.016928867121,0.018052778287,0.019171011776,0.020295597153,0.021413630374,0.022531134554,0.023640938086,0.024756850596,0.025864502438,0.026978334937,0.028083504546,0.029187291028,0.030289626409,0.031390474674,0.032482147782,0.033579844482,0.034675922659,0.035770360749,0.036855589265,0.037946588212,0.039028571293,0.040108929757,0.041194579154,0.042271526730,0.043346826914,0.044420519736,0.045498628422,0.046568767882,0.047637241559,0.048703918097,0.049769000333,0.050832177890,0.051893656652,0.052953348357,0.054011247066,0.055067316778,0.056119045631,0.057171848359,0.058222743186,0.059271742393,0.060318818997,0.061363988950,0.062407603443,0.063449260134,0.064488884063,0.065526571951,0.066564872567,0.067595265735,0.068630711623,0.069660481832,0.070688059362,0.071719780882,0.072743707252,0.073773067315,0.074793025889,0.075820167003,0.076836225515,0.077860983211,0.078872954849,0.079895444008,0.080903316461,0.081923504367,0.082927188073,0.083928401307,0.084926845302,0.085941545473,0.086936173243,0.087948480495,0.088960487964,0.089948802734,0.090958409185,0.091942390691,0.092949451134,0.093928566733,0.094933621458,0.095908189650,0.096910927772,0.097913255432,0.098881292133,0.099846014325,0.100844094103,0.101841870634,0.102800051931,0.103795494012,0.104790503810,0.105741823818
16,0.000899451660,0.001965057058,0.003081170235,0.004221107238,0.005372459639,0.006532685422,0.007693263175,0.008851999945,0.010009212539,0.011159161705,0.012313094385,0.013457570283,0.014601101219,0.015743876328,0.016880214491,0.018015444245,0.019149585855,0.020269696522,0.021401329686,0.022524971055,0.023640105148,0.024760627257,0.025872306930,0.026989636307,0.028097867416,0.029204296114,0.030308927526,0.031411776231,0.032512805432,0.033611971339,0.034701695967,0.035797117903,0.036883200343,0.037974853547,0.039057318939,0.040145131797,0.041223994677,0.042301094503,0.043376461298,0.044456365792,0.045528030901,0.046597946061,0.047666063211,0.048732449097,0.049797081321,0.050859917223,0.051920949504,0.052980039772,0.054037456331,0.055092839641,0.056146509209,0.057198221252,0.058246462038,0.059294846077,0.060341292163,0.061385681391,0.062428670239,0.063468648549,0.064508601656,0.065545549987,0.066583364575,0.067616734940,0.068648075976,0.069681973101,0.070709515934,0.071734800081,0.072757988574,0.073786828460,0.074806241446,0.075823338590,0.076848485890,0.077861731998,0.078884752646,0.079907099698,0.080914719196,0.081919820620,0.082938302091,0.083939682753,0.084955492701,0.085971054830,0.086946287642,0.087958468575,0.088970287009,0.089958409393,0.090968004476,0.091951988055,0.092958920334,0.093937994252,0.094942969827,0.095917454450,0.096920262210,0.097890083710,0.098890688908,0.099890857863,0.100890467549,0.101851944644,0.102848769502,0.103805203692,0.104757769761,0.105750667413
17,0.000908277034,0.001979575071,0.003099491737,0.004244264160,0.005403224246,0.006567710378,0.007735501078,0.008902157234,0.010067756778,0.011226288737,0.012388697154,0.013546204447,0.014697792798,0.015837113266,0.016985593044,0.018126947059,0.019266755628,0.020398584273,0.021528533651,0.022656707483,0.023776080030,0.024900615747,0.026016137375,0.027137124806,0.028248889933,0.029358800225,0.030466816398,0.031572959025,0.032669603642,0.033772000430,0.034872507006,0.035971104343,0.037060312781,0.038147711071,0.039240525249,0.040324242629,0.041413136759,0.042493045325,0.043571204255,0.044647580946,0.045728250975,0.046800772904,0.047871457976,0.048940286357,0.050007327741,0.051072526822,0.052135873756,0.053193514917,0.054256805171,0.055314419408,0.056370128336,0.057423805352,0.058473939431,0.059525269787,0.060572275372,0.061618414748,0.062662493959,0.063705562188,0.064745992829,0.065784212676,0.066823114684,0.067857584700,0.068889882851,0.069919890455,0.070953358119,0.071979630151,0.073003428212,0.074033022258,0.075053040390,0.076080238656,0.077096221385,0.078109844147,0.079132971230,0.080155470029,0.081163207912,0.082168557623,0.083186665032,0.084187886776,0.085185954642,0.086200033893,0.087213825344,0.088226959188,0.089195498174,0.090204920360,0.091214036399,0.092197199422,0.093204013132,0.094210242673,0.095186945684,0.096161236906,0.097162655543,0.098164129703,0.099131749444,0.100130250314,0.101128743073,0.102089018379,0.103085007992,0.104080605496,0.105033810207,0.105983859854
18,0.000907149471,0.001981537109,0.003106048301,0.004253750457,0.005414265681,0.006578693414,0.007744789316,0.008908217078,0.010069341052,0.011226583869,0.012374257249,0.013529794897,0.014674734837,0.015812793704,0.016949104075,0.018083823675,0.019217071013,0.020342471180,0.021466122170,0.022588158220,0.023701513965,0.024820199913,0.025930059532,0.027045575593,0.028152036112,0.029256785866,0.030359820550,0.031461195089,0.032560873546,0.033651225184,0.034747485640,0.035842032355,0.036927384375,0.038018430680,0.039100432550,0.040180836782,0.041266503354,0.042343468615,0.043418798065,0.044498827049,0.045570603294,0.046634980764,0.047709241403,0.048775952632,0.049841009892,0.050904364826,0.051965965748,0.053025797574,0.054083673130,0.055139832587,0.056191646669,0.057244524552,0.058295501977,0.059345887563,0.060391664404,0.061436814693,0.062479982272,0.063521260536,0.064561961309,0.065601936744,0.066638039134,0.067668445362,0.068703880669,0.069733647221,0.070761282908,0.071793055416,0.072824102225,0.073846331078,0.074875009696,0.075893283974,0.076909145956,0.077922702713,0.078945922981,0.079955465442,0.080976537915,0.081982042394,0.083000697662,0.084001916568,0.085018337168,0.086015290095,0.087009567545,0.088022046102,0.089034024843,0.090022371665,0.091031773912,0.092015435795,0.093022624687,0.094029333540,0.095006590048,0.096010820970,0.096983285277,0.097985232441,0.098952941886,0.099952554379,0.100915941551,0.101912668005,0.102909516426,0.103865680726,0.104818085856,0.105810611798
19,0.001021900631,0.002218802778,0.003420018652,0.004591734403,0.005736314862,0.006869652776,0.007999319326,0.009126431908,0.010253619195,0.011380117965,0.012504765983,0.013631213583,0.014754167315,0.015872507436,0.016991040305,0.018109702551,0.019222162410,0.020340659869,0.021452435652,0.022556811446,0.023667359030,0.024777340617,0.025879344554,0.026987865594,0.028088076534,0.029187248959,0.030285349257,0.031382347525,0.032478125181,0.033572666304,0.034658314342,0.035750211536,0.036833183669,0.037914843648,0.039002341661,0.040081150320,0.041165509968,0.042241221354,0.043322085778,0.044388314240,0.045465638318,0.046535114815,0.047602992291,0.048669228743,0.049733851243,0.050796815836,0.051858002983,0.052917325125,0.053975048722,0.055030820737,0.056082285836,0.057136994843,0.058185683413,0.059234576480,0.060282224183,0.061326463040,0.062370057773,0.063411640020,0.064451191147,0.065488611110,0.066524017991,0.067557319915,0.068592785850,0.069627501970,0.070655642131,0.071681547249,0.072705306437,0.073734406681,0.074762989218,0.075781189147,0.076797017177,0.077821782748,0.078833668019,0.079843146852,0.080864032368,0.081869585758,0.082888022274,0.083889181928,0.084905536231,0.085902606637,0.086916492930,0.087909079514,0.088898800008,0.089908957200,0.090894578748,0.091902410998,0.092909872666,0.093889083042,0.094865714178,0.095868684641,0.096871592241,0.097841800348,0.098841930532,0.099841947798,0.100841438368,0.101802633355,0.102799553490,0.103755696010,0.104750228178,0.105701491014
20,0.001052114682,0.002276470878,0.003488885738,0.004660891594,0.005805792852,0.006942238096,0.008077195476,0.009210892900,0.010345465953,0.011479845432,0.012612649547,0.013742552722,0.014878646636,0.016005176025,0.017137461944,0.018258114852,0.019384262737,0.020503573840,0.021615291626,0.022739484641,0.023856046317,0.024964373358,0.026071346251,0.027184407748,0.028288795226,0.029391784019,0.030493314207,0.031585740680,0.032684265871,0.033781244073,0.034876638309,0.035970420301,0.037055049020,0.038138122978,0.039226830843,0.040313675507,0.041384816890,0.042468128872,0.043542885859,0.044622338482,0.045693634229,0.046763261680,0.047831134881,0.048897320015,0.049961765639,0.051024420558,0.052085347611,0.053144478116,0.054201782687,0.055257277090,0.056310886366,0.057360528391,0.058410764863,0.059460249974,0.060505434845,0.061549867100,0.062592424237,0.063632677323,0.064672690795,0.065709551417,0.066747267848,0.067780495312,0.068811487907,0.069840211148,0.070872589211,0.071897769773,0.072927737130,0.073948997432,0.074968299214,0.075994056130,0.077009160254,0.078021698183,0.079043846088,0.080052439437,0.081072546466,0.082077123183,0.083094884094,0.084095549007,0.085110664260,0.086106649570,0.087100080706,0.088111698375,0.089122821692,0.090110569231,0.091118862228,0.092101754016,0.093107957420,0.094113797612,0.095090314162,0.096093580365,0.097065175485,0.098033839017,0.099033387804,0.100032516496,0.100994761878,0.101991368220,0.102948564778,0.103942955149,0.104936982420,0.105930492731
